GameDate,GameStartET,Season,VisitorTeamName,VisitorPoints,HomeTeamName,HomePoints,Overtime,Attendance,ArenaName
2018-02-03,9:00p,2017-2018,Golden State Warriors,108,Denver Nuggets,115,,20103,Pepsi Center
2018-02-03,9:00p,2017-2018,New Orleans Pelicans,107,Minnesota Timberwolves,118,,17954,Target Center
2018-02-03,9:00p,2017-2018,Utah Jazz,120,San Antonio Spurs,111,,18418,AT&T Center
2018-02-03,10:00p,2017-2018,Dallas Mavericks,106,Sacramento Kings,99,,17583,Golden 1 Center
2018-02-04,12:00p,2017-2018,Portland Trail Blazers,96,Boston Celtics,97,,18624,TD Garden
2018-02-04,12:00p,2017-2018,Milwaukee Bucks,109,Brooklyn Nets,94,,14392,Barclays Center
2018-02-04,12:00p,2017-2018,Atlanta Hawks,99,New York Knicks,96,,19441,Madison Square Garden
2018-02-04,12:00p,2017-2018,Memphis Grizzlies,86,Toronto Raptors,101,,19800,Scotiabank Arena
2018-02-04,2:00p,2017-2018,Los Angeles Lakers,108,Oklahoma City Thunder,104,,18203,Chesapeake Energy Arena
2018-02-04,3:00p,2017-2018,Charlotte Hornets,115,Phoenix Suns,110,,14487,Talking Stick Resort Arena
2018-02-05,7:00p,2017-2018,Portland Trail Blazers,91,Detroit Pistons,111,,13810,Little Caesars Arena
2018-02-05,7:00p,2017-2018,Washington Wizards,111,Indiana Pacers,102,,13169,Bankers Life Fieldhouse
2018-02-05,7:30p,2017-2018,Orlando Magic,111,Miami Heat,109,,19600,American Airlines Arena
2018-02-05,8:00p,2017-2018,Utah Jazz,133,New Orleans Pelicans,109,,14293,Smoothie King Center
2018-02-05,9:00p,2017-2018,Charlotte Hornets,104,Denver Nuggets,121,,14410,Pepsi Center
2018-02-05,10:00p,2017-2018,Chicago Bulls,98,Sacramento Kings,104,,17583,Golden 1 Center
2018-02-05,10:30p,2017-2018,Dallas Mavericks,101,Los Angeles Clippers,104,,15127,Staples Center
2018-02-06,7:00p,2017-2018,Cleveland Cavaliers,98,Orlando Magic,116,,18846,Amway Center
2018-02-06,7:30p,2017-2018,Memphis Grizzlies,82,Atlanta Hawks,108,,11866,State Farm Arena
2018-02-06,7:30p,2017-2018,Houston Rockets,123,Brooklyn Nets,113,,15064,Barclays Center
2018-02-06,7:30p,2017-2018,Milwaukee Bucks,103,New York Knicks,89,,19812,Madison Square Garden
2018-02-06,7:30p,2017-2018,Boston Celtics,91,Toronto Raptors,111,,20017,Scotiabank Arena
2018-02-06,8:00p,2017-2018,Washington Wizards,102,Philadelphia 76ers,115,,20530,Wells Fargo Center
2018-02-06,10:30p,2017-2018,Oklahoma City Thunder,125,Golden State Warriors,105,,19596,Chase Center
2018-02-06,10:30p,2017-2018,Phoenix Suns,93,Los Angeles Lakers,112,,18997,Staples Center
2018-02-07,7:00p,2017-2018,Brooklyn Nets,106,Detroit Pistons,115,,15114,Little Caesars Arena
2018-02-07,7:30p,2017-2018,Houston Rockets,109,Miami Heat,101,,19600,American Airlines Arena
2018-02-07,8:00p,2017-2018,Minnesota Timberwolves,138,Cleveland Cavaliers,140,OT,20562,Rocket Mortgage FieldHouse
2018-02-07,8:00p,2017-2018,Utah Jazz,92,Memphis Grizzlies,88,,13187,FedExForum
2018-02-07,10:30p,2017-2018,San Antonio Spurs,129,Phoenix Suns,81,,15993,Talking Stick Resort Arena
2018-02-08,7:00p,2017-2018,Atlanta Hawks,98,Orlando Magic,100,,16215,Amway Center
2018-02-08,7:30p,2017-2018,New York Knicks,88,Toronto Raptors,113,,19800,Scotiabank Arena
2018-02-08,8:00p,2017-2018,Boston Celtics,110,Washington Wizards,104,OT,20356,Capital One Arena
2018-02-08,10:00p,2017-2018,Charlotte Hornets,103,Portland Trail Blazers,109,OT,19178,Moda Center
2018-02-08,10:30p,2017-2018,Dallas Mavericks,103,Golden State Warriors,121,,19596,Chase Center
2018-02-08,10:30p,2017-2018,Oklahoma City Thunder,81,Los Angeles Lakers,106,,18997,Staples Center
2018-02-09,7:00p,2017-2018,Los Angeles Clippers,108,Detroit Pistons,95,,16697,Little Caesars Arena
2018-02-09,7:00p,2017-2018,New Orleans Pelicans,82,Philadelphia 76ers,100,,20489,Wells Fargo Center
2018-02-09,7:30p,2017-2018,Cleveland Cavaliers,123,Atlanta Hawks,107,,16438,State Farm Arena
2018-02-09,7:30p,2017-2018,Indiana Pacers,97,Boston Celtics,91,,18624,TD Garden
2018-02-09,8:00p,2017-2018,Denver Nuggets,104,Houston Rockets,130,,18055,Toyota Center
2018-02-09,8:00p,2017-2018,Milwaukee Bucks,85,Miami Heat,91,,20018,American Airlines Arena
2018-02-09,9:00p,2017-2018,Charlotte Hornets,94,Utah Jazz,106,,18306,Vivint Smart Home Arena
2018-02-09,9:30p,2017-2018,Minnesota Timberwolves,113,Chicago Bulls,114,,21558,United Center
2018-02-09,10:30p,2017-2018,Portland Trail Blazers,118,Sacramento Kings,100,,17583,Golden 1 Center
2018-02-10,6:00p,2017-2018,New Orleans Pelicans,138,Brooklyn Nets,128,2OT,16572,Barclays Center
2018-02-10,7:00p,2017-2018,Milwaukee Bucks,111,Orlando Magic,104,,18347,Amway Center
2018-02-10,7:00p,2017-2018,Los Angeles Clippers,98,Philadelphia 76ers,112,,20504,Wells Fargo Center
2018-02-10,8:00p,2017-2018,Washington Wizards,101,Chicago Bulls,90,,21112,United Center
2018-02-10,8:30p,2017-2018,Los Angeles Lakers,123,Dallas Mavericks,130,,20162,American Airlines Center
2018-02-10,8:30p,2017-2018,San Antonio Spurs,105,Golden State Warriors,122,,19596,Chase Center
2018-02-10,9:00p,2017-2018,Denver Nuggets,123,Phoenix Suns,113,,16325,Talking Stick Resort Arena
2018-02-11,1:00p,2017-2018,Toronto Raptors,123,Charlotte Hornets,103,,18320,Spectrum Center
2018-02-11,3:30p,2017-2018,Detroit Pistons,115,Atlanta Hawks,118,,15214,State Farm Arena
2018-02-11,3:30p,2017-2018,Cleveland Cavaliers,121,Boston Celtics,99,,18624,TD Garden
2018-02-11,5:00p,2017-2018,New York Knicks,113,Indiana Pacers,121,,17923,Bankers Life Fieldhouse
2018-02-11,7:00p,2017-2018,Dallas Mavericks,97,Houston Rockets,104,,18055,Toyota Center
2018-02-11,7:00p,2017-2018,Sacramento Kings,106,Minnesota Timberwolves,111,,18068,Target Center
2018-02-11,7:00p,2017-2018,Memphis Grizzlies,92,Oklahoma City Thunder,110,,18203,Chesapeake Energy Arena
2018-02-11,9:00p,2017-2018,Utah Jazz,115,Portland Trail Blazers,96,,19730,Moda Center
2018-02-12,7:00p,2017-2018,New Orleans Pelicans,118,Detroit Pistons,103,,14453,Little Caesars Arena
2018-02-12,7:00p,2017-2018,New York Knicks,92,Philadelphia 76ers,108,,20589,Wells Fargo Center
2018-02-12,7:30p,2017-2018,Los Angeles Clippers,114,Brooklyn Nets,101,,13735,Barclays Center
2018-02-12,8:00p,2017-2018,Orlando Magic,101,Chicago Bulls,105,,18611,United Center
2018-02-12,9:00p,2017-2018,San Antonio Spurs,99,Utah Jazz,101,,18306,Vivint Smart Home Arena
2018-02-12,10:30p,2017-2018,Phoenix Suns,83,Golden State Warriors,129,,19596,Chase Center
2018-02-13,7:00p,2017-2018,Miami Heat,112,Toronto Raptors,115,,19800,Scotiabank Arena
2018-02-13,8:00p,2017-2018,Atlanta Hawks,92,Milwaukee Bucks,97,,14720,Fiserv Forum
2018-02-13,8:00p,2017-2018,Houston Rockets,126,Minnesota Timberwolves,108,,18978,Target Center
2018-02-13,8:00p,2017-2018,Cleveland Cavaliers,120,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena
2018-02-13,8:30p,2017-2018,Sacramento Kings,114,Dallas Mavericks,109,,19801,American Airlines Center
2018-02-13,10:30p,2017-2018,San Antonio Spurs,109,Denver Nuggets,117,,17623,Pepsi Center
2018-02-14,7:00p,2017-2018,Atlanta Hawks,98,Detroit Pistons,104,,15849,Little Caesars Arena
2018-02-14,7:00p,2017-2018,Charlotte Hornets,104,Orlando Magic,102,,18428,Amway Center
2018-02-14,7:00p,2017-2018,Miami Heat,102,Philadelphia 76ers,104,,20492,Wells Fargo Center
2018-02-14,7:30p,2017-2018,Indiana Pacers,108,Brooklyn Nets,103,,13159,Barclays Center
2018-02-14,7:30p,2017-2018,Washington Wizards,118,New York Knicks,113,,19812,Madison Square Garden
2018-02-14,8:00p,2017-2018,Los Angeles Clippers,129,Boston Celtics,119,,18624,TD Garden
2018-02-14,8:00p,2017-2018,Toronto Raptors,122,Chicago Bulls,98,,21006,United Center
2018-02-14,8:00p,2017-2018,Sacramento Kings,91,Houston Rockets,100,,18055,Toyota Center
2018-02-14,8:00p,2017-2018,Oklahoma City Thunder,121,Memphis Grizzlies,114,,16012,FedExForum
2018-02-14,8:00p,2017-2018,Los Angeles Lakers,117,New Orleans Pelicans,139,,15436,Smoothie King Center
2018-02-14,9:00p,2017-2018,Phoenix Suns,97,Utah Jazz,107,,18306,Vivint Smart Home Arena
2018-02-14,10:30p,2017-2018,Golden State Warriors,117,Portland Trail Blazers,123,,19520,Moda Center
2018-02-15,8:00p,2017-2018,Denver Nuggets,134,Milwaukee Bucks,123,,15486,Fiserv Forum
2018-02-15,9:00p,2017-2018,Los Angeles Lakers,111,Minnesota Timberwolves,119,,17534,Target Center
2018-02-22,7:00p,2017-2018,Brooklyn Nets,96,Charlotte Hornets,111,,14112,Spectrum Center
2018-02-22,7:00p,2017-2018,New York Knicks,120,Orlando Magic,113,,18846,Amway Center
2018-02-22,8:00p,2017-2018,Philadelphia 76ers,116,Chicago Bulls,115,,21312,United Center
2018-02-22,8:00p,2017-2018,Washington Wizards,110,Cleveland Cavaliers,103,,20562,Rocket Mortgage FieldHouse
2018-02-22,10:00p,2017-2018,Oklahoma City Thunder,110,Sacramento Kings,107,,17583,Golden 1 Center
2018-02-22,10:30p,2017-2018,Los Angeles Clippers,127,Golden State Warriors,134,,19596,Chase Center
2018-02-23,7:00p,2017-2018,Boston Celtics,110,Detroit Pistons,98,,20491,Little Caesars Arena
2018-02-23,7:00p,2017-2018,Atlanta Hawks,93,Indiana Pacers,116,,17923,Bankers Life Fieldhouse
2018-02-23,7:00p,2017-2018,Charlotte Hornets,122,Washington Wizards,105,,17824,Capital One Arena
2018-02-23,7:30p,2017-2018,Milwaukee Bucks,122,Toronto Raptors,119,OT,20047,Scotiabank Arena
2018-02-23,8:00p,2017-2018,Minnesota Timberwolves,102,Houston Rockets,120,,18055,Toyota Center
2018-02-23,8:00p,2017-2018,Cleveland Cavaliers,112,Memphis Grizzlies,89,,18119,FedExForum
2018-02-23,8:00p,2017-2018,Miami Heat,123,New Orleans Pelicans,124,OT,17751,Smoothie King Center
2018-02-23,9:00p,2017-2018,San Antonio Spurs,119,Denver Nuggets,122,,20027,Pepsi Center
2018-02-23,9:00p,2017-2018,Los Angeles Clippers,128,Phoenix Suns,117,,17126,Talking Stick Resort Arena
2018-02-23,9:00p,2017-2018,Portland Trail Blazers,100,Utah Jazz,81,,18306,Vivint Smart Home Arena
2018-02-23,10:30p,2017-2018,Dallas Mavericks,102,Los Angeles Lakers,124,,18997,Staples Center
2018-02-24,5:00p,2017-2018,Orlando Magic,105,Philadelphia 76ers,116,,20594,Wells Fargo Center
2018-02-24,7:30p,2017-2018,Memphis Grizzlies,89,Miami Heat,115,,19600,American Airlines Arena
2018-02-24,7:30p,2017-2018,Boston Celtics,121,New York Knicks,112,,19812,Madison Square Garden
2018-02-24,8:30p,2017-2018,Oklahoma City Thunder,80,Golden State Warriors,112,,19596,Chase Center
2018-02-24,9:00p,2017-2018,Chicago Bulls,104,Minnesota Timberwolves,122,,18978,Target Center
2018-02-24,9:00p,2017-2018,Portland Trail Blazers,106,Phoenix Suns,104,,17112,Talking Stick Resort Arena
2018-02-24,9:00p,2017-2018,Dallas Mavericks,90,Utah Jazz,97,,18306,Vivint Smart Home Arena
2018-02-24,10:00p,2017-2018,Los Angeles Lakers,113,Sacramento Kings,108,,17583,Golden 1 Center
2018-02-25,1:00p,2017-2018,Detroit Pistons,98,Charlotte Hornets,114,,17894,Spectrum Center
2018-02-25,3:00p,2017-2018,New Orleans Pelicans,123,Milwaukee Bucks,121,OT,18717,Fiserv Forum
2018-02-25,3:30p,2017-2018,San Antonio Spurs,110,Cleveland Cavaliers,94,,20562,Rocket Mortgage FieldHouse
2018-02-25,8:00p,2017-2018,Houston Rockets,119,Denver Nuggets,114,,20044,Pepsi Center
2018-02-25,8:00p,2017-2018,Philadelphia 76ers,94,Washington Wizards,109,,17180,Capital One Arena
2018-02-26,7:30p,2017-2018,Los Angeles Lakers,123,Atlanta Hawks,104,,16328,State Farm Arena
2018-02-26,7:30p,2017-2018,Memphis Grizzlies,98,Boston Celtics,109,,18624,TD Garden
2018-02-26,7:30p,2017-2018,Chicago Bulls,87,Brooklyn Nets,104,,15081,Barclays Center
2018-02-26,7:30p,2017-2018,Golden State Warriors,125,New York Knicks,111,,19812,Madison Square Garden
2018-02-26,7:30p,2017-2018,Detroit Pistons,94,Toronto Raptors,123,,19800,Scotiabank Arena
2018-02-26,8:00p,2017-2018,Phoenix Suns,116,New Orleans Pelicans,125,,14302,Smoothie King Center
2018-02-26,8:00p,2017-2018,Orlando Magic,105,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena
2018-02-26,8:30p,2017-2018,Indiana Pacers,103,Dallas Mavericks,109,,19536,American Airlines Center
2018-02-26,9:00p,2017-2018,Houston Rockets,96,Utah Jazz,85,,18306,Vivint Smart Home Arena
2018-02-26,10:00p,2017-2018,Minnesota Timberwolves,118,Sacramento Kings,100,,17583,Golden 1 Center
2018-02-27,7:00p,2017-2018,Chicago Bulls,103,Charlotte Hornets,118,,14521,Spectrum Center
2018-02-27,7:00p,2017-2018,Brooklyn Nets,123,Cleveland Cavaliers,129,,20562,Rocket Mortgage FieldHouse
2018-02-27,7:30p,2017-2018,Philadelphia 76ers,101,Miami Heat,102,,19600,American Airlines Arena
2018-02-27,8:00p,2017-2018,Washington Wizards,107,Milwaukee Bucks,104,,16093,Fiserv Forum
2018-02-27,10:00p,2017-2018,Sacramento Kings,99,Portland Trail Blazers,116,,19468,Moda Center
2018-02-27,10:30p,2017-2018,Los Angeles Clippers,122,Denver Nuggets,120,,15004,Pepsi Center
2018-02-28,7:00p,2017-2018,Milwaukee Bucks,87,Detroit Pistons,110,,16146,Little Caesars Arena
2018-02-28,7:00p,2017-2018,Toronto Raptors,117,Orlando Magic,104,,17328,Amway Center
2018-02-28,7:30p,2017-2018,Indiana Pacers,102,Atlanta Hawks,107,,13316,State Farm Arena
2018-02-28,7:30p,2017-2018,Charlotte Hornets,106,Boston Celtics,134,,18624,TD Garden
2018-02-28,8:00p,2017-2018,Phoenix Suns,110,Memphis Grizzlies,102,,13484,FedExForum
2018-02-28,8:00p,2017-2018,Golden State Warriors,109,Washington Wizards,101,,20356,Capital One Arena
2018-02-28,8:30p,2017-2018,Oklahoma City Thunder,111,Dallas Mavericks,110,OT,20202,American Airlines Center
2018-02-28,8:30p,2017-2018,New Orleans Pelicans,121,San Antonio Spurs,116,,18418,AT&T Center
2018-02-28,10:30p,2017-2018,Houston Rockets,105,Los Angeles Clippers,92,,19068,Staples Center
2018-03-01,7:30p,2017-2018,Los Angeles Lakers,131,Miami Heat,113,,19600,American Airlines Arena
2018-03-01,8:00p,2017-2018,Philadelphia 76ers,108,Cleveland Cavaliers,97,,20562,Rocket Mortgage FieldHouse
2018-03-01,10:00p,2017-2018,Brooklyn Nets,111,Sacramento Kings,116,OT,17583,Golden 1 Center
2018-03-01,10:30p,2017-2018,Minnesota Timberwolves,99,Portland Trail Blazers,108,,19533,Moda Center
2018-03-02,7:00p,2017-2018,Detroit Pistons,106,Orlando Magic,115,OT,17223,Amway Center
2018-03-02,7:00p,2017-2018,Charlotte Hornets,99,Philadelphia 76ers,110,,20487,Wells Fargo Center
2018-03-02,7:30p,2017-2018,Golden State Warriors,114,Atlanta Hawks,109,,16728,State Farm Arena
2018-03-02,8:00p,2017-2018,Dallas Mavericks,100,Chicago Bulls,108,,21017,United Center
2018-03-02,8:00p,2017-2018,Denver Nuggets,108,Memphis Grizzlies,102,,16421,FedExForum
2018-03-02,8:00p,2017-2018,Indiana Pacers,103,Milwaukee Bucks,96,,17217,Fiserv Forum
2018-03-02,8:00p,2017-2018,Toronto Raptors,102,Washington Wizards,95,,18631,Capital One Arena
2018-03-02,9:00p,2017-2018,Oklahoma City Thunder,124,Phoenix Suns,116,,18055,Talking Stick Resort Arena
2018-03-02,10:30p,2017-2018,New York Knicks,105,Los Angeles Clippers,128,,17190,Staples Center
2018-03-02,10:30p,2017-2018,Minnesota Timberwolves,108,Utah Jazz,116,,18306,Vivint Smart Home Arena
2018-03-03,7:00p,2017-2018,Memphis Grizzlies,100,Orlando Magic,107,,17875,Amway Center
2018-03-03,7:30p,2017-2018,Denver Nuggets,126,Cleveland Cavaliers,117,,20562,Rocket Mortgage FieldHouse
2018-03-03,7:30p,2017-2018,Detroit Pistons,96,Miami Heat,105,,19600,American Airlines Arena
2018-03-03,8:30p,2017-2018,Boston Celtics,120,Houston Rockets,123,,18476,Toyota Center
2018-03-03,9:00p,2017-2018,Los Angeles Lakers,116,San Antonio Spurs,112,,18557,AT&T Center
2018-03-03,10:00p,2017-2018,Oklahoma City Thunder,100,Portland Trail Blazers,108,,20063,Moda Center
2018-03-03,10:00p,2017-2018,Utah Jazz,98,Sacramento Kings,91,,17583,Golden 1 Center
2018-03-04,3:30p,2017-2018,Phoenix Suns,112,Atlanta Hawks,113,,15166,State Farm Arena
2018-03-04,6:00p,2017-2018,Charlotte Hornets,98,Toronto Raptors,103,,19800,Scotiabank Arena
2018-03-04,6:00p,2017-2018,Indiana Pacers,98,Washington Wizards,95,,16646,Capital One Arena
2018-03-04,7:00p,2017-2018,New Orleans Pelicans,126,Dallas Mavericks,109,,19798,American Airlines Center
2018-03-04,8:00p,2017-2018,Philadelphia 76ers,110,Milwaukee Bucks,118,,15587,Fiserv Forum
2018-03-04,9:00p,2017-2018,Brooklyn Nets,120,Los Angeles Clippers,123,,16384,Staples Center
2018-03-04,9:00p,2017-2018,New York Knicks,99,Sacramento Kings,102,,17583,Golden 1 Center
2018-03-05,7:00p,2017-2018,Detroit Pistons,90,Cleveland Cavaliers,112,,20562,Rocket Mortgage FieldHouse
2018-03-05,7:00p,2017-2018,Milwaukee Bucks,89,Indiana Pacers,92,,15874,Bankers Life Fieldhouse
2018-03-05,7:30p,2017-2018,Phoenix Suns,103,Miami Heat,125,,19600,American Airlines Arena
2018-03-05,8:00p,2017-2018,Boston Celtics,105,Chicago Bulls,89,,21286,United Center
2018-03-05,8:30p,2017-2018,Memphis Grizzlies,98,San Antonio Spurs,100,,18418,AT&T Center
2018-03-05,9:00p,2017-2018,Orlando Magic,80,Utah Jazz,94,,18306,Vivint Smart Home Arena
2018-03-05,10:30p,2017-2018,Portland Trail Blazers,108,Los Angeles Lakers,103,,18997,Staples Center
2018-03-06,7:00p,2017-2018,Philadelphia 76ers,128,Charlotte Hornets,114,,15600,Spectrum Center
2018-03-06,7:00p,2017-2018,Atlanta Hawks,90,Toronto Raptors,106,,19800,Scotiabank Arena
2018-03-06,7:00p,2017-2018,Miami Heat,113,Washington Wizards,117,OT,16582,Capital One Arena
2018-03-06,8:00p,2017-2018,Houston Rockets,122,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena
2018-03-06,8:30p,2017-2018,Denver Nuggets,107,Dallas Mavericks,118,,19504,American Airlines Center
2018-03-06,10:00p,2017-2018,New York Knicks,87,Portland Trail Blazers,111,,19393,Moda Center
2018-03-06,10:30p,2017-2018,Brooklyn Nets,101,Golden State Warriors,114,,19596,Chase Center
2018-03-06,10:30p,2017-2018,New Orleans Pelicans,121,Los Angeles Clippers,116,,16412,Staples Center
2018-03-07,7:00p,2017-2018,Utah Jazz,104,Indiana Pacers,84,,16432,Bankers Life Fieldhouse
2018-03-07,8:00p,2017-2018,Memphis Grizzlies,110,Chicago Bulls,119,,20210,United Center
2018-03-07,8:00p,2017-2018,Toronto Raptors,121,Detroit Pistons,119,OT,17769,Little Caesars Arena
2018-03-07,8:00p,2017-2018,Houston Rockets,110,Milwaukee Bucks,99,,17195,Fiserv Forum
2018-03-07,10:00p,2017-2018,New Orleans Pelicans,114,Sacramento Kings,101,,17583,Golden 1 Center
2018-03-07,10:30p,2017-2018,Cleveland Cavaliers,113,Denver Nuggets,108,,20062,Pepsi Center
2018-03-07,10:30p,2017-2018,Orlando Magic,107,Los Angeles Lakers,108,,18997,Staples Center
2018-03-08,7:00p,2017-2018,Brooklyn Nets,125,Charlotte Hornets,111,,14173,Spectrum Center
2018-03-08,7:30p,2017-2018,Philadelphia 76ers,99,Miami Heat,108,,19600,American Airlines Arena
2018-03-08,8:00p,2017-2018,Boston Celtics,117,Minnesota Timberwolves,109,,18978,Target Center
2018-03-08,8:00p,2017-2018,Phoenix Suns,87,Oklahoma City Thunder,115,,18203,Chesapeake Energy Arena
2018-03-08,10:30p,2017-2018,San Antonio Spurs,107,Golden State Warriors,110,,19596,Chase Center
2018-03-09,7:00p,2017-2018,Chicago Bulls,83,Detroit Pistons,99,,17406,Little Caesars Arena
2018-03-09,7:00p,2017-2018,Atlanta Hawks,87,Indiana Pacers,112,,17923,Bankers Life Fieldhouse
2018-03-09,7:30p,2017-2018,Houston Rockets,105,Toronto Raptors,108,,20131,Scotiabank Arena
2018-03-09,8:00p,2017-2018,Utah Jazz,95,Memphis Grizzlies,78,,15622,FedExForum
2018-03-09,8:00p,2017-2018,New York Knicks,112,Milwaukee Bucks,120,,18717,Fiserv Forum
2018-03-09,8:00p,2017-2018,Washington Wizards,116,New Orleans Pelicans,97,,18143,Smoothie King Center
2018-03-09,9:00p,2017-2018,Los Angeles Lakers,116,Denver Nuggets,125,,19807,Pepsi Center
2018-03-09,10:00p,2017-2018,Golden State Warriors,108,Portland Trail Blazers,125,,19487,Moda Center
2018-03-09,10:00p,2017-2018,Orlando Magic,88,Sacramento Kings,94,,17583,Golden 1 Center
2018-03-09,10:30p,2017-2018,Cleveland Cavaliers,102,Los Angeles Clippers,116,,19130,Staples Center
2018-03-10,5:00p,2017-2018,Phoenix Suns,115,Charlotte Hornets,122,,19336,Spectrum Center
2018-03-10,7:30p,2017-2018,Washington Wizards,102,Miami Heat,129,,19689,American Airlines Arena
2018-03-10,8:30p,2017-2018,Memphis Grizzlies,80,Dallas Mavericks,114,,19579,American Airlines Center
2018-03-10,8:30p,2017-2018,San Antonio Spurs,94,Oklahoma City Thunder,104,,18203,Chesapeake Energy Arena
2018-03-10,10:30p,2017-2018,Orlando Magic,105,Los Angeles Clippers,113,,16561,Staples Center
2018-03-11,1:00p,2017-2018,Toronto Raptors,132,New York Knicks,106,,19812,Madison Square Garden
2018-03-11,3:30p,2017-2018,Chicago Bulls,129,Atlanta Hawks,122,,15266,State Farm Arena
2018-03-11,3:30p,2017-2018,Golden State Warriors,103,Minnesota Timberwolves,109,,18978,Target Center
2018-03-11,4:00p,2017-2018,Utah Jazz,116,New Orleans Pelicans,99,,18062,Smoothie King Center
2018-03-11,5:00p,2017-2018,Sacramento Kings,104,Denver Nuggets,130,,19520,Pepsi Center
2018-03-11,7:00p,2017-2018,Houston Rockets,105,Dallas Mavericks,82,,20394,American Airlines Center
2018-03-11,7:30p,2017-2018,Indiana Pacers,99,Boston Celtics,97,,18624,TD Garden
2018-03-11,7:30p,2017-2018,Philadelphia 76ers,120,Brooklyn Nets,97,,16901,Barclays Center
2018-03-11,9:00p,2017-2018,Cleveland Cavaliers,113,Los Angeles Lakers,127,,18997,Staples Center
2018-03-12,8:00p,2017-2018,San Antonio Spurs,93,Houston Rockets,109,,18092,Toyota Center
2018-03-12,8:00p,2017-2018,Milwaukee Bucks,121,Memphis Grizzlies,103,,14112,FedExForum
2018-03-12,8:00p,2017-2018,Sacramento Kings,101,Oklahoma City Thunder,106,,18203,Chesapeake Energy Arena
2018-03-12,10:30p,2017-2018,Miami Heat,99,Portland Trail Blazers,115,,19786,Moda Center
2018-03-13,7:00p,2017-2018,Indiana Pacers,101,Philadelphia 76ers,98,,20531,Wells Fargo Center
2018-03-13,7:00p,2017-2018,Minnesota Timberwolves,116,Washington Wizards,111,,17078,Capital One Arena
2018-03-13,7:30p,2017-2018,Oklahoma City Thunder,119,Atlanta Hawks,107,,16739,State Farm Arena
2018-03-13,7:30p,2017-2018,Toronto Raptors,116,Brooklyn Nets,102,,16654,Barclays Center
2018-03-13,7:30p,2017-2018,Dallas Mavericks,110,New York Knicks,97,,18597,Madison Square Garden
2018-03-13,8:00p,2017-2018,Los Angeles Clippers,112,Chicago Bulls,106,,20912,United Center
2018-03-13,8:00p,2017-2018,Charlotte Hornets,115,New Orleans Pelicans,119,,15507,Smoothie King Center
2018-03-13,8:30p,2017-2018,Orlando Magic,72,San Antonio Spurs,108,,18418,AT&T Center
2018-03-13,9:00p,2017-2018,Detroit Pistons,79,Utah Jazz,110,,18306,Vivint Smart Home Arena
2018-03-13,10:00p,2017-2018,Cleveland Cavaliers,129,Phoenix Suns,107,,18055,Talking Stick Resort Arena
2018-03-13,10:30p,2017-2018,Denver Nuggets,103,Los Angeles Lakers,112,,18997,Staples Center
2018-03-14,7:00p,2017-2018,Milwaukee Bucks,117,Orlando Magic,126,,17713,Amway Center
2018-03-14,8:00p,2017-2018,Washington Wizards,125,Boston Celtics,124,2OT,18624,TD Garden
2018-03-14,10:00p,2017-2018,Miami Heat,119,Sacramento Kings,123,OT,17583,Golden 1 Center
2018-03-14,10:30p,2017-2018,Los Angeles Lakers,106,Golden State Warriors,117,,19596,Chase Center
2018-03-15,7:00p,2017-2018,Toronto Raptors,106,Indiana Pacers,99,,17923,Bankers Life Fieldhouse
2018-03-15,7:30p,2017-2018,Charlotte Hornets,129,Atlanta Hawks,117,,14486,State Farm Arena
2018-03-15,7:30p,2017-2018,Philadelphia 76ers,118,New York Knicks,110,,18894,Madison Square Garden
2018-03-15,8:00p,2017-2018,Los Angeles Clippers,96,Houston Rockets,101,,18055,Toyota Center
2018-03-15,8:00p,2017-2018,Chicago Bulls,111,Memphis Grizzlies,110,,16511,FedExForum
2018-03-15,8:30p,2017-2018,New Orleans Pelicans,93,San Antonio Spurs,98,,18418,AT&T Center
2018-03-15,9:00p,2017-2018,Detroit Pistons,113,Denver Nuggets,120,,18697,Pepsi Center
2018-03-15,9:00p,2017-2018,Phoenix Suns,88,Utah Jazz,116,,18306,Vivint Smart Home Arena
2018-03-15,10:00p,2017-2018,Cleveland Cavaliers,105,Portland Trail Blazers,113,,19806,Moda Center
2018-03-16,7:00p,2017-2018,Boston Celtics,92,Orlando Magic,83,,18981,Amway Center
2018-03-16,7:00p,2017-2018,Brooklyn Nets,116,Philadelphia 76ers,120,,20666,Wells Fargo Center
2018-03-16,7:30p,2017-2018,Dallas Mavericks,115,Toronto Raptors,122,OT,19800,Scotiabank Arena
2018-03-16,8:00p,2017-2018,Los Angeles Clippers,113,Oklahoma City Thunder,121,,18203,Chesapeake Energy Arena
2018-03-16,10:30p,2017-2018,Sacramento Kings,98,Golden State Warriors,93,,19596,Chase Center
2018-03-16,10:30p,2017-2018,Miami Heat,92,Los Angeles Lakers,91,,18997,Staples Center
2018-03-17,6:00p,2017-2018,Atlanta Hawks,117,Milwaukee Bucks,122,,18717,Fiserv Forum
2018-03-17,7:00p,2017-2018,Houston Rockets,107,New Orleans Pelicans,101,,18495,Smoothie King Center
2018-03-17,7:00p,2017-2018,Indiana Pacers,102,Washington Wizards,109,,18249,Capital One Arena
2018-03-17,7:30p,2017-2018,Dallas Mavericks,106,Brooklyn Nets,114,,13877,Barclays Center
